Newspaper,Heading,Category,Date,Time,URL,Cluster,cluster_similarity_value
Time of India, Nirahua and Aamrapali Dubey is all set for their show in Nepal,regional,2019-06-07, 14:00:00,https://timesofindia.indiatimes.com/entertainment/bhojpuri/movies/news/nirahua-and-aamrapali-dubey-is-all-set-for-their-show-in-nepal/articleshow/69688829.cms,13,0.12
Hindiustan Times, Kannada actor Yash to join KGF Chapter 2 sets from June 6,regional,2019-05-30,16:39:00,https://www.hindustantimes.com/regional-movies/kannada-actor-yash-to-join-kgf-chapter-2-sets-from-june-6/story-gg27MQjYF1bpyTd0bx6FJI.html,13,0.1
Hindiustan Times, Saaho new poster Prabhas is speeding away on a mean machine see pic here,regional,2019-05-27,15:37:00,https://www.hindustantimes.com/regional-movies/saaho-new-poster-prabhas-is-speeding-away-on-a-mean-machine-see-pic-here/story-fn7FWXYm1TcjaFu1LpGqiL.html,13,0.18
Time of India, Bibaho Obhijaan ’ poster Ankush and Nusraat ’ s looks will surely win your hearts,regional,2019-06-08, 18:05:00,https://timesofindia.indiatimes.com/entertainment/bengali/movies/news/bibaho-obhijaan-poster-ankush-and-nusraats-looks-will-surely-win-your-hearts/articleshow/69704060.cms,13,0.1
Hindiustan Times, First look of Mammootty ’ s magnum opus Maamaanakam released See poster,regional,2019-06-08,16:55:00,https://www.hindustantimes.com/regional-movies/first-look-of-mammootty-s-magnum-opus-maamaanakam-released-see-poster/story-loLJaPPFVPewqbgsUaxbBL.html,13,0.1
Hindiustan Times, Saaho poster Shraddha Kapoor is in a daring avatar See it here,regional,2019-06-10,17:22:00,https://www.hindustantimes.com/bollywood/saaho-poster-shraddha-kapoor-is-in-a-daring-avatar-see-it-here/story-Wwe0UUEuuTa7YqTkkOog7O.html,13,0.12
Time of India, Lal Batti Mangesh Desai starrer is set to release on Kargil Vijay Diwas,regional,2019-06-10, 13:36:00,https://timesofindia.indiatimes.com/entertainment/marathi/movies/news/lal-batti-mangesh-desai-starrer-is-set-to-release-on-kargil-vijay-diwas/articleshow/69722958.cms,13,0.12
Time of India, Gippy Grewal shares an adorable picture with son Shinda,regional,2019-06-06, 17:52:00,https://timesofindia.indiatimes.comhttps://timesofindia.indiatimes.com/entertainment/punjabi/movies/news/pics-of-gippy-grewal-with-son-shinda-that-you-cant-miss/gippy-grewal-shares-an-adorable-picture-with-son-shinda/photostory/69677682.cms,14,0.28
Time of India, JusticeForTwinkleSharma Gippy Grewal and Kulraj Randhawa express their anger on the murder of the 2 year old girl,regional,2019-06-07, 14:23:00,https://timesofindia.indiatimes.com/entertainment/punjabi/movies/news/justicefortwinklesharma-gippy-grewal-and-kulraj-randhawa-express-their-anger-on-the-murder-of-the-2-year-old-girl/articleshow/69689090.cms,14,0.22
Time of India, Renuka Shahane ventures into direction after 10 years,regional,2019-06-04, 15:25:00,https://timesofindia.indiatimes.com/entertainment/marathi/movies/news/renuka-shahane-ventures-into-direction-after-10-years/articleshow/69647972.cms,14,0.2
Time of India, PrayForFatehveer Gippy Grewal and Kaur B pray for the rescue of the 2 year old,regional,2019-06-10, 14:38:00,https://timesofindia.indiatimes.com/entertainment/punjabi/movies/news/prayforfatehveer-gippy-grewal-and-kaur-b-pray-for-the-rescue-of-the-2-year-old/articleshow/69723736.cms,14,0.17
Time of India, Rakshit Shetty to have two releases this year,regional,2019-06-09, 13:15:00,https://timesofindia.indiatimes.com/entertainment/kannada/movies/news/rakshit-shetty-to-have-two-releases-this-year/articleshow/69711311.cms,14,0.19
